"time_steps","peach-sweep-10 - _step","peach-sweep-10 - _step__MIN","peach-sweep-10 - _step__MAX","peach-sweep-10 - r_mean","peach-sweep-10 - r_mean__MIN","peach-sweep-10 - r_mean__MAX","exalted-sweep-9 - _step","exalted-sweep-9 - _step__MIN","exalted-sweep-9 - _step__MAX","exalted-sweep-9 - r_mean","exalted-sweep-9 - r_mean__MIN","exalted-sweep-9 - r_mean__MAX","balmy-sweep-8 - _step","balmy-sweep-8 - _step__MIN","balmy-sweep-8 - _step__MAX","balmy-sweep-8 - r_mean","balmy-sweep-8 - r_mean__MIN","balmy-sweep-8 - r_mean__MAX","still-sweep-7 - _step","still-sweep-7 - _step__MIN","still-sweep-7 - _step__MAX","still-sweep-7 - r_mean","still-sweep-7 - r_mean__MIN","still-sweep-7 - r_mean__MAX","graceful-sweep-6 - _step","graceful-sweep-6 - _step__MIN","graceful-sweep-6 - _step__MAX","graceful-sweep-6 - r_mean","graceful-sweep-6 - r_mean__MIN","graceful-sweep-6 - r_mean__MAX","lively-sweep-5 - _step","lively-sweep-5 - _step__MIN","lively-sweep-5 - _step__MAX","lively-sweep-5 - r_mean","lively-sweep-5 - r_mean__MIN","lively-sweep-5 - r_mean__MAX","astral-sweep-4 - _step","astral-sweep-4 - _step__MIN","astral-sweep-4 - _step__MAX","astral-sweep-4 - r_mean","astral-sweep-4 - r_mean__MIN","astral-sweep-4 - r_mean__MAX","light-sweep-3 - _step","light-sweep-3 - _step__MIN","light-sweep-3 - _step__MAX","light-sweep-3 - r_mean","light-sweep-3 - r_mean__MIN","light-sweep-3 - r_mean__MAX","eternal-sweep-2 - _step","eternal-sweep-2 - _step__MIN","eternal-sweep-2 - _step__MAX","eternal-sweep-2 - r_mean","eternal-sweep-2 - r_mean__MIN","eternal-sweep-2 - r_mean__MAX","hardy-sweep-1 - _step","hardy-sweep-1 - _step__MIN","hardy-sweep-1 - _step__MAX","hardy-sweep-1 - r_mean","hardy-sweep-1 - r_mean__MIN","hardy-sweep-1 - r_mean__MAX"
"57500","2875","2875","2875","50.26278324781229","50.26278324781229","50.26278324781229","2875","2875","2875","52.362416096895515","52.362416096895515","52.362416096895515","2875","2875","2875","43.2849046384101","43.2849046384101","43.2849046384101","2875","2875","2875","50.39547337185273","50.39547337185273","50.39547337185273","2875","2875","2875","43.24809062595652","43.24809062595652","43.24809062595652","2875","2875","2875","43.42656459870749","43.42656459870749","43.42656459870749","2875","2875","2875","50.25900122762408","50.25900122762408","50.25900122762408","2875","2875","2875","44.81161973268884","44.81161973268884","44.81161973268884","2875","2875","2875","51.48615838572813","51.48615838572813","51.48615838572813","2875","2875","2875","46.0704776709162","46.0704776709162","46.0704776709162"
"58000","2900","2900","2900","49.18423091397503","49.18423091397503","49.18423091397503","2900","2900","2900","51.11194006016753","51.11194006016753","51.11194006016753","2900","2900","2900","43.988562462113066","43.988562462113066","43.988562462113066","2900","2900","2900","50.137196986202824","50.137196986202824","50.137196986202824","2900","2900","2900","45.00736782368082","45.00736782368082","45.00736782368082","2900","2900","2900","46.54057743704028","46.54057743704028","46.54057743704028","2900","2900","2900","49.62023025306315","49.62023025306315","49.62023025306315","2900","2900","2900","42.179961627656574","42.179961627656574","42.179961627656574","2900","2900","2900","45.98405135380692","45.98405135380692","45.98405135380692","2900","2900","2900","49.744594273510096","49.744594273510096","49.744594273510096"
"58500","2925","2925","2925","45.11971406915126","45.11971406915126","45.11971406915126","2925","2925","2925","44.9054439680642","44.9054439680642","44.9054439680642","2925","2925","2925","49.610218659403536","49.610218659403536","49.610218659403536","2925","2925","2925","47.670116541367754","47.670116541367754","47.670116541367754","2925","2925","2925","48.259945445636376","48.259945445636376","48.259945445636376","2925","2925","2925","49.32336820281111","49.32336820281111","49.32336820281111","2925","2925","2925","45.733391081446186","45.733391081446186","45.733391081446186","2925","2925","2925","43.04375619105004","43.04375619105004","43.04375619105004","2925","2925","2925","48.68578573026554","48.68578573026554","48.68578573026554","2925","2925","2925","54.25298336708768","54.25298336708768","54.25298336708768"
"59000","2950","2950","2950","46.00600967646039","46.00600967646039","46.00600967646039","2950","2950","2950","43.342188334702215","43.342188334702215","43.342188334702215","2950","2950","2950","46.99442823397191","46.99442823397191","46.99442823397191","2950","2950","2950","44.8076514072144","44.8076514072144","44.8076514072144","2950","2950","2950","50.82182122431064","50.82182122431064","50.82182122431064","2950","2950","2950","53.02750323130646","53.02750323130646","53.02750323130646","2950","2950","2950","47.12332485581052","47.12332485581052","47.12332485581052","2950","2950","2950","43.61379116765356","43.61379116765356","43.61379116765356","2950","2950","2950","52.14935585096104","52.14935585096104","52.14935585096104","2950","2950","2950","52.76411842733234","52.76411842733234","52.76411842733234"
"59500","2975","2975","2975","46.26816890579277","46.26816890579277","46.26816890579277","2975","2975","2975","45.78174581191093","45.78174581191093","45.78174581191093","2975","2975","2975","41.41019496953572","41.41019496953572","41.41019496953572","2975","2975","2975","45.99619637062282","45.99619637062282","45.99619637062282","2975","2975","2975","48.37381020415956","48.37381020415956","48.37381020415956","2975","2975","2975","45.873778862611616","45.873778862611616","45.873778862611616","2975","2975","2975","46.218073231161014","46.218073231161014","46.218073231161014","2975","2975","2975","42.595535100262744","42.595535100262744","42.595535100262744","2975","2975","2975","49.761171772371675","49.761171772371675","49.761171772371675","2975","2975","2975","45.83101129830695","45.83101129830695","45.83101129830695"
"60500","3025","3025","3025","48.37415701002559","48.37415701002559","48.37415701002559","3025","3025","3025","50.5690064506117","50.5690064506117","50.5690064506117","3025","3025","3025","49.40623907008146","49.40623907008146","49.40623907008146","3025","3025","3025","46.023784105002576","46.023784105002576","46.023784105002576","3025","3025","3025","47.988562926045546","47.988562926045546","47.988562926045546","3025","3025","3025","45.52770267341361","45.52770267341361","45.52770267341361","3025","3025","3025","43.87527970894364","43.87527970894364","43.87527970894364","3025","3025","3025","45.86599535869127","45.86599535869127","45.86599535869127","3025","3025","3025","44.13314195240829","44.13314195240829","44.13314195240829","3025","3025","3025","48.12856934506899","48.12856934506899","48.12856934506899"
"61000","3050","3050","3050","49.266060387073395","49.266060387073395","49.266060387073395","3050","3050","3050","46.77338709564585","46.77338709564585","46.77338709564585","3050","3050","3050","52.876485262647414","52.876485262647414","52.876485262647414","3050","3050","3050","50.22057140405917","50.22057140405917","50.22057140405917","3050","3050","3050","48.19402033426945","48.19402033426945","48.19402033426945","3050","3050","3050","46.004682593169484","46.004682593169484","46.004682593169484","3050","3050","3050","50.55467310386832","50.55467310386832","50.55467310386832","3050","3050","3050","41.85790025817681","41.85790025817681","41.85790025817681","3050","3050","3050","45.46667700893461","45.46667700893461","45.46667700893461","3050","3050","3050","43.70553547394829","43.70553547394829","43.70553547394829"
"61500","3075","3075","3075","49.43249734166889","49.43249734166889","49.43249734166889","3075","3075","3075","49.81591002255148","49.81591002255148","49.81591002255148","3075","3075","3075","52.223563463016525","52.223563463016525","52.223563463016525","3075","3075","3075","49.95858029450162","49.95858029450162","49.95858029450162","3075","3075","3075","50.339815939717","50.339815939717","50.339815939717","3075","3075","3075","44.98462310747564","44.98462310747564","44.98462310747564","3075","3075","3075","48.057437822409575","48.057437822409575","48.057437822409575","3075","3075","3075","41.705583058448155","41.705583058448155","41.705583058448155","3075","3075","3075","45.25299135380872","45.25299135380872","45.25299135380872","3075","3075","3075","45.95165693777744","45.95165693777744","45.95165693777744"
"62000","3100","3100","3100","49.27788793832763","49.27788793832763","49.27788793832763","3100","3100","3100","46.912388019931306","46.912388019931306","46.912388019931306","3100","3100","3100","47.03062726598732","47.03062726598732","47.03062726598732","3100","3100","3100","46.875700162415384","46.875700162415384","46.875700162415384","3100","3100","3100","49.04441475641446","49.04441475641446","49.04441475641446","3100","3100","3100","44.735624071516185","44.735624071516185","44.735624071516185","3100","3100","3100","44.567815595369915","44.567815595369915","44.567815595369915","3100","3100","3100","43.147270179203005","43.147270179203005","43.147270179203005","3100","3100","3100","45.257778935889384","45.257778935889384","45.257778935889384","3100","3100","3100","47.033167309650686","47.033167309650686","47.033167309650686"
"62500","3125","3125","3125","49.10507178052216","49.10507178052216","49.10507178052216","3125","3125","3125","45.92196036806129","45.92196036806129","45.92196036806129","3125","3125","3125","46.44137493546078","46.44137493546078","46.44137493546078","3125","3125","3125","50.32842781981783","50.32842781981783","50.32842781981783","3125","3125","3125","48.50807175929427","48.50807175929427","48.50807175929427","3125","3125","3125","45.980489497930606","45.980489497930606","45.980489497930606","3125","3125","3125","42.95752308525869","42.95752308525869","42.95752308525869","3125","3125","3125","42.62934203766716","42.62934203766716","42.62934203766716","3125","3125","3125","51.53368117406726","51.53368117406726","51.53368117406726","3125","3125","3125","49.82113664190892","49.82113664190892","49.82113664190892"
"63000","3150","3150","3150","51.914189434068014","51.914189434068014","51.914189434068014","3150","3150","3150","44.36747207653394","44.36747207653394","44.36747207653394","3150","3150","3150","46.88645465472482","46.88645465472482","46.88645465472482","3150","3150","3150","48.90654691439081","48.90654691439081","48.90654691439081","3150","3150","3150","47.547480832953454","47.547480832953454","47.547480832953454","3150","3150","3150","48.89632931627291","48.89632931627291","48.89632931627291","3150","3150","3150","42.80784676451338","42.80784676451338","42.80784676451338","3150","3150","3150","41.999859784074445","41.999859784074445","41.999859784074445","3150","3150","3150","45.571147183082616","45.571147183082616","45.571147183082616","3150","3150","3150","52.26933119362184","52.26933119362184","52.26933119362184"
"63500","3175","3175","3175","52.249444813485326","52.249444813485326","52.249444813485326","3175","3175","3175","42.930682204357325","42.930682204357325","42.930682204357325","3175","3175","3175","48.28155137390374","48.28155137390374","48.28155137390374","3175","3175","3175","50.57221995265405","50.57221995265405","50.57221995265405","3175","3175","3175","45.95906009580293","45.95906009580293","45.95906009580293","3175","3175","3175","45.9938253046303","45.9938253046303","45.9938253046303","3175","3175","3175","47.680480262443325","47.680480262443325","47.680480262443325","3175","3175","3175","41.76488358351437","41.76488358351437","41.76488358351437","3175","3175","3175","42.116476423072456","42.116476423072456","42.116476423072456","3175","3175","3175","46.471899899291884","46.471899899291884","46.471899899291884"
"64000","3200","3200","3200","45.724833097183485","45.724833097183485","45.724833097183485","3200","3200","3200","46.79391374563286","46.79391374563286","46.79391374563286","3200","3200","3200","47.11526957230575","47.11526957230575","47.11526957230575","3200","3200","3200","52.24869872334483","52.24869872334483","52.24869872334483","3200","3200","3200","48.69777695681927","48.69777695681927","48.69777695681927","3200","3200","3200","46.671943518383706","46.671943518383706","46.671943518383706","3200","3200","3200","45.71150805746912","45.71150805746912","45.71150805746912","3200","3200","3200","48.19276796626631","48.19276796626631","48.19276796626631","3200","3200","3200","43.10710458443431","43.10710458443431","43.10710458443431","3200","3200","3200","48.22386053468997","48.22386053468997","48.22386053468997"
"64500","3225","3225","3225","45.24662305831052","45.24662305831052","45.24662305831052","3225","3225","3225","46.08196564225237","46.08196564225237","46.08196564225237","3225","3225","3225","44.93042091656835","44.93042091656835","44.93042091656835","3225","3225","3225","53.70340756353149","53.70340756353149","53.70340756353149","3225","3225","3225","51.00953108177899","51.00953108177899","51.00953108177899","3225","3225","3225","46.2678329015671","46.2678329015671","46.2678329015671","3225","3225","3225","47.35509806645815","47.35509806645815","47.35509806645815","3225","3225","3225","50.86812139161075","50.86812139161075","50.86812139161075","3225","3225","3225","42.717360167880955","42.717360167880955","42.717360167880955","3225","3225","3225","49.600732800378736","49.600732800378736","49.600732800378736"
"65000","3250","3250","3250","46.94432552877981","46.94432552877981","46.94432552877981","3250","3250","3250","49.74644914012306","49.74644914012306","49.74644914012306","3250","3250","3250","46.477986964908894","46.477986964908894","46.477986964908894","3250","3250","3250","46.1495976015344","46.1495976015344","46.1495976015344","3250","3250","3250","52.114954386316064","52.114954386316064","52.114954386316064","3250","3250","3250","46.51679505694034","46.51679505694034","46.51679505694034","3250","3250","3250","47.971238714616966","47.971238714616966","47.971238714616966","3250","3250","3250","49.71817859603755","49.71817859603755","49.71817859603755","3250","3250","3250","42.17770748259005","42.17770748259005","42.17770748259005","3250","3250","3250","48.964607040213444","48.964607040213444","48.964607040213444"
"65500","3275","3275","3275","47.040400417592956","47.040400417592956","47.040400417592956","3275","3275","3275","48.55216522896015","48.55216522896015","48.55216522896015","3275","3275","3275","46.970899786828824","46.970899786828824","46.970899786828824","3275","3275","3275","46.68560154933117","46.68560154933117","46.68560154933117","3275","3275","3275","46.53091873465316","46.53091873465316","46.53091873465316","3275","3275","3275","45.93037980863446","45.93037980863446","45.93037980863446","3275","3275","3275","47.40254781474106","47.40254781474106","47.40254781474106","3275","3275","3275","45.5094631245846","45.5094631245846","45.5094631245846","3275","3275","3275","43.51694504720376","43.51694504720376","43.51694504720376","3275","3275","3275","49.61014976474848","49.61014976474848","49.61014976474848"
"66000","3300","3300","3300","49.84062586534491","49.84062586534491","49.84062586534491","3300","3300","3300","44.35811906601625","44.35811906601625","44.35811906601625","3300","3300","3300","43.178265111070615","43.178265111070615","43.178265111070615","3300","3300","3300","47.290267435365216","47.290267435365216","47.290267435365216","3300","3300","3300","41.63388489921024","41.63388489921024","41.63388489921024","3300","3300","3300","43.68784923193925","43.68784923193925","43.68784923193925","3300","3300","3300","51.00279487803441","51.00279487803441","51.00279487803441","3300","3300","3300","44.999235140814356","44.999235140814356","44.999235140814356","3300","3300","3300","47.45191266561262","47.45191266561262","47.45191266561262","3300","3300","3300","45.843214026026644","45.843214026026644","45.843214026026644"
